EIA_ID,plant,state,gauge_id,gauge_source,data_type,data_type_id,timestep,units,notes,update_flag
2980,Markham Ferry,OK,,,,,,,NA,NA
2981,Pensacola,OK,,,,,,,NA,NA
2984,Keystone,OK,,,,,,,NA,NA
2985,Robert S Kerr,OK,,,,,,,NA,NA
2987,Webbers Falls,OK,,,,,,,NA,NA
3003,Fort Gibson,OK,,,,,,,NA,NA
3004,Tenkiller Ferry,OK,,,,,,,NA,NA
3117,York Haven,PA,,,,,,,NA,NA
3124,Piney,PA,,,,,,,NA,NA
3145,Holtwood,PA,,,,,,,NA,NA
3153,Wallenpaupack,PA,,,,,,,NA,NA
3175,Safe Harbor,PA,,,,,,,NA,NA
3253,Boyds Mill Hydro,SC,,,,,,,NA,NA
3254,Buzzard Roost,SC,,,,,,,NA,NA
3255,Cedar Creek,SC,,,,,,,NA,NA
3256,Dearborn,SC,,,,,,,NA,NA
3257,Fishing Creek,SC,,,,,,,NA,NA
3258,Gaston Shoals,SC,,,,,,,NA,NA
3259,Great Falls,SC,,,,,,,NA,NA
3261,Hollidays Bridge,SC,,,,,,,NA,NA
3267,Saluda,SC,,,,,,,NA,NA
3270,Wateree,SC,,,,,,,NA,NA
3271,Wylie,SC,,,,,,,NA,NA
3272,99 Islands,SC,,,,,,,NA,NA
3275,Lockhart,SC,,,,,,,NA,NA
3283,Columbia Canal,SC,,,,,,,NA,NA
3289,Neal Shoals,SC,,,,,,,NA,NA
3290,Parr,SC,,,,,,,NA,NA
3293,Saluda,SC,,,,,,,NA,NA
3305,Rocky River,SC,,,,,,,NA,NA
3319,Jefferies,SC,,,,,,,NA,NA
3321,Santee,SC,,,,,,,NA,NA
3323,J Strom Thurmond,SC,,,,,,,NA,NA
3356,Oahe,SD,,,,,,,NA,NA
3373,Fort Randall,SD,,,,,,,NA,NA
3375,Big Bend,SD,,,,,,,NA,NA
3394,Apalachia,TN,,,,,,,NA,NA
3395,Boone Dam,TN,,,,,,,NA,NA
3397,Cherokee Dam,TN,,,,,,,NA,NA
3398,Chickamauga,TN,,,,,,,NA,NA
3400,Douglas Dam,TN,,,,,,,NA,NA
3401,Fort Patrick Henry,TN,,,,,,,NA,NA
3402,Fort Loudoun,TN,,,,,,,NA,NA
3404,Great Falls,TN,,,,,,,NA,NA
3408,Melton Hill,TN,,,,,,,NA,NA
3409,Nickajack,TN,,,,,,,NA,NA
3411,Norris Dam,TN,,,,,,,NA,NA
3412,Ocoee 1,TN,,,,,,,NA,NA
3413,Ocoee 2,TN,,,,,,,NA,NA
3414,Ocoee 3,TN,,,,,,,NA,NA
3415,Pickwick Landing Dam,TN,,,,,,,NA,NA
3416,South Holston,TN,,,,,,,NA,NA
3417,Tims Ford,TN,,,,,,,NA,NA
3418,Watauga,TN,,,,,,,NA,NA
3420,Watts Bar Hydro,TN,,,,,,,NA,NA
3421,Wilbur,TN,,,,,,,NA,NA
3423,Cordell Hull,TN,,,,,,,NA,NA
3424,Dale Hollow,TN,,,,,,,NA,NA
3426,Old Hickory,TN,,,,,,,NA,NA
3428,J P Priest,TN,,,,,,,NA,NA
3437,Eagle Pass,TX,,,,,,,NA,NA
3581,Abbott TP 3,TX,,,,,,,NA,NA
3582,Dunlap TP 1,TX,,,,,,,NA,NA
3583,H 4,TX,,,,,,,NA,NA
3584,H 5,TX,,,,,,,NA,NA
3585,Nolte,TX,,,,,,,NA,NA
3586,TP 4,TX,,,,,,,NA,NA
3594,Austin,TX,,,,,,,NA,NA
3595,Buchanan,TX,,,,,,,NA,NA
3597,Granite Shoals,TX,,,,,,,NA,NA
3598,Inks,TX,,,,,,,NA,NA
3599,Marble Falls,TX,,,,,,,NA,NA
3600,Marshall Ford,TX,,,,,,,NA,NA
3707,Arnold Falls,VT,,,,,,,NA,NA
3709,Bradford,VT,,,,,,,NA,NA
3710,Cavendish,VT,,,,,,,NA,NA
3711,Clark Falls,VT,,,,,,,NA,NA
3712,Fairfax Falls,VT,,,,,,,NA,NA
3713,Gage,VT,,,,,,,NA,NA
3714,Glen,VT,,,,,,,NA,NA
3716,Lower Middlebury,VT,,,,,,,NA,NA
3717,Milton,VT,,,,,,,NA,NA
3718,Passumpsic,VT,,,,,,,NA,NA
3719,Patch,VT,,,,,,,NA,NA
3720,Peterson,VT,,,,,,,NA,NA
3721,Pierce Mills,VT,,,,,,,NA,NA
3722,Pittsford,VT,,,,,,,NA,NA
3724,Salisbury,VT,,,,,,,NA,NA
3725,Silver Lake,VT,,,,,,,NA,NA
3727,Taftsville,VT,,,,,,,NA,NA
3728,Weybridge,VT,,,,,,,NA,NA
3731,Newport,VT,,,,,,,NA,NA
3737,Essex Junction 19,VT,,,,,,,NA,NA
3739,Marshfield 6,VT,,,,,,,NA,NA
3740,Middlesex 2,VT,,,,,,,NA,NA
3743,West Danville 15,VT,,,,,,,NA,NA
3745,Bellows Falls,NH,,,,,,,NA,NA
3746,Harriman,VT,,,,,,,NA,NA
3750,Canaan,NH,,,,,,,NA,NA
3753,Barton Village,VT,,,,,,,NA,NA
3757,Kendall,VT,,,,,,,NA,NA
3762,Great Falls,VT,,,,,,,NA,NA
3763,Vail,VT,,,,,,,NA,NA
3764,Morrisville,VT,,,,,,,NA,NA
3765,Cadys Falls,VT,,,,,,,NA,NA
3772,Buck,VA,,,,,,,NA,NA
3773,Byllesby,VA,,,,,,,NA,NA
3774,Claytor,VA,,,,,,,NA,NA
3777,Leesville,VA,,,,,,,NA,NA
3778,Niagara,VA,,,,,,,NA,NA
3779,Reusens,VA,,,,,,,NA,NA
3780,Smith Mountain,VA,,,,,,,NA,NA
3789,Luray,VA,,,,,,,NA,NA
3790,Newport,VA,,,,,,,NA,NA
3798,Cushaw,VA,,,,,,,NA,NA
3821,Bedford,VA,,,,,,,NA,NA
3825,Pinnacles,VA,,,,,,,NA,NA
3826,Martinsville,VA,,,,,,,NA,NA
3827,Radford,VA,,,,,,,NA,NA
3833,John H Kerr,VA,,,,,,,NA,NA
3834,Philpott Lake,VA,,,,,,,NA,NA
3971,Biron,WI,,,,,,,NA,NA
3972,Du Bay,WI,,,,,,,NA,NA
3973,Stevens Point,WI,,,,,,,NA,NA
3974,Wisconsin Rapids,WI,,,,,,,NA,NA
3975,Whiting,WI,,,,,,,NA,NA
3983,Big Falls,WI,,,,,,,NA,NA
3985,Hayward Hydro,WI,,,,,,,NA,NA
3986,Ladysmith,WI,,,,,,,NA,NA
3988,Thornapple,WI,,,,,,,NA,NA
3989,White River,WI,,,,,,,NA,NA
3995,Arpin Dam,WI,,,,,,,NA,NA
3997,Winter,WI,,,,,,,NA,NA
3998,Cedar Falls,WI,,,,,,,NA,NA
4000,Chippewa Falls,WI,,,,,,,NA,NA
4002,Dells,WI,,,,,,,NA,NA
4007,Holcombe,WI,,,,,,,NA,NA
4008,Jim Falls,WI,,,,,,,NA,NA
4009,Menomonie,WI,,,,,,,NA,NA
4010,Riverdale,WI,,,,,,,NA,NA
4011,St Croix Falls,WI,,,,,,,NA,NA
4012,Trego,WI,,,,,,,NA,NA
4015,Wissota,WI,,,,,,,NA,NA
4018,Clam River,WI,,,,,,,NA,NA
4043,Appleton,WI,,,,,,,NA,NA
4044,Oconto Falls,WI,,,,,,,NA,NA
4045,Pine,WI,,,,,,,NA,NA
4053,Kilbourn,WI,,,,,,,NA,NA
4056,Prairie Du Sac,WI,,,,,,,NA,NA
4060,Alexander,WI,,,,,,,NA,NA
4061,Caldron Falls,WI,,,,,,,NA,NA
4063,Grandfather Falls,WI,,,,,,,NA,NA
4064,Hat Rapids,WI,,,,,,,NA,NA
4065,High Falls,WI,,,,,,,NA,NA
4066,Jersey,WI,,,,,,,NA,NA
4067,Johnson Falls,WI,,,,,,,NA,NA
4068,Merrill,WI,,,,,,,NA,NA
4069,Otter Rapids,WI,,,,,,,NA,NA
4070,Peshtigo,WI,,,,,,,NA,NA
4071,Potato Rapids,WI,,,,,,,NA,NA
4074,Sandstone Rapids,WI,,,,,,,NA,NA
4075,Tomahawk,WI,,,,,,,NA,NA
4077,Wausau,WI,,,,,,,NA,NA
4079,Castle Rock,WI,,,,,,,NA,NA
4080,Petenwell,WI,,,,,,,NA,NA
4102,Barron,WI,,,,,,,NA,NA
4104,Black River Falls,WI,,,,,,,NA,NA
4119,Little Chute,WI,,,,,,,NA,NA
4122,Rapide Croche,WI,,,,,,,NA,NA
4128,Merrillan,WI,,,,,,,NA,NA
4133,River Falls,WI,,,,,,,NA,NA
4134,Powell Falls,WI,,,,,,,NA,NA
4142,Flambeau,WI,,,,,,,NA,NA
4147,Stiles,WI,,,,,,,NA,NA
4201,Combined Locks,WI,,,,,,,NA,NA
4246,Village Plant,VT,,,,,,,NA,NA
4248,Elk Rapids,MI,,,,,,,NA,NA
4258,Greenup,OH,,,,,,,NA,NA
6006,Racine,OH,,,,,,,NA,NA
6012,Sherman,MA,,,,,,,NA,NA
6047,Deerfield No. 2,MA,,,,,,,NA,NA
6083,Deerfield No. 3,MA,,,,,,,NA,NA
6086,Cornell,WI,,,,,,,NA,NA
6087,Wallace Dam,GA,,,,,,,NA,NA
6119,Deerfield No. 4,MA,,,,,,,NA,NA
6128,Amistad Dam & Power,TX,,,,,,,NA,NA
6130,Carters,GA,,,,,,,NA,NA
6131,Jones Bluff,AL,,,,,,,NA,NA
6132,Richard B Russell,GA,,,,,,,NA,NA
6133,West Point,GA,,,,,,,NA,NA
6140,Clarence Cannon,MO,,,,,,,NA,NA
6142,Ozark,AR,,,,,,,NA,NA
6168,Lake Anna,VA,,,,,,,NA,NA
6171,Laurel,KY,,,,,,,NA,NA
6188,Harris,AL,,,,,,,NA,NA
6231,Apple River,WI,,,,,,,NA,NA
6280,Ozark Beach,MO,,,,,,,NA,NA
6378,Dwight,MA,,,,,,,NA,NA
6379,Indian Orchard,MA,,,,,,,NA,NA
6388,Turners Falls,MA,,,,,,,NA,NA
6410,Falcon Dam & Power,TX,,,,,,,NA,NA
6413,Sam Rayburn,TX,,,,,,,NA,NA
6414,Whitney,TX,,,,,,,NA,NA
6415,Broken Bow,OK,,,,,,,NA,NA
6416,Denison,TX,,,,,,,NA,NA
6417,Center Hill,TN,,,,,,,NA,NA
6418,Cheatham,TN,,,,,,,NA,NA
6419,Eufaula Dam,OK,,,,,,,NA,NA
6438,Queens Creek,NC,,,,,,,NA,NA
6440,Wilson Dam,AL,,,,,,,NA,NA
6450,Proctor,VT,,,,,,,NA,NA
6451,Beldens,VT,,,,,,,NA,NA
6453,Center Rutland,VT,,,,,,,NA,NA
6454,Upper Weed,WI,,,,,,,NA,NA
6456,Carver Falls,VT,,,,,,,NA,NA
6475,Gorge 18,VT,,,,,,,NA,NA
6477,Wolcott,VT,,,,,,,NA,NA
6483,Mcindoes,NH,,,,,,,NA,NA
6486,Mill C,NY,,,,,,,NA,NA
6517,Keowee,SC,,,,,,,NA,NA
6519,Vergennes 9,VT,,,,,,,NA,NA
6520,Waterbury 22,VT,,,,,,,NA,NA
6526,Rainbow Falls,NY,,,,,,,NA,NA
6527,E J West,NY,,,,,,,NA,NA
6529,Searsburg,VT,,,,,,,NA,NA
6540,Taplin Gorge,MN,,,,,,,NA,NA
6543,Dam 4,WV,,,,,,,NA,NA
6544,Dam 5,WV,,,,,,,NA,NA
6546,Millville,WV,,,,,,,NA,NA
6560,London,WV,,,,,,,NA,NA
6561,Marmet,WV,,,,,,,NA,NA
6562,Winfield,WV,,,,,,,NA,NA
6595,Toledo Bend,TX,,,,,,,NA,NA
6618,Highgate Falls,VT,,,,,,,NA,NA
6624,Gavins Point,NE,,,,,,,NA,NA
6636,Lake Lynn Power Station,WV,,,,,,,NA,NA
6789,St Stephen,SC,,,,,,,NA,NA
7040,James Trimble Lock and Dam,AR,,,,,,,NA,NA
7051,North Branch 3,VT,,,,,,,NA,NA
7056,Bolton Falls,VT,,,,,,,NA,NA
7115,Hoist,MI,,,,,,,NA,NA
7116,McClure,MI,,,,,,,NA,NA
7117,Autrain,MI,,,,,,,NA,NA
7118,Cataract,MI,,,,,,,NA,NA
7128,Raystown,PA,,,,,,,NA,NA
7135,Arthur Ormond Lock & Dam,AR,,,,,,,NA,NA
7166,Murray,AR,,,,,,,NA,NA
7191,Tallassee Shoals,GA,,,,,,,NA,NA
7200,Robert D Willis,TX,,,,,,,NA,NA
7246,Dam 2,AR,,,,,,,NA,NA
7279,O'Shaughnessy Hydro,OH,,,,,,,NA,NA
7394,Gonzales Hydro Plant,TX,,,,,,,NA,NA
7474,Upper Sterling,IL,,,,,,,NA,NA
7545,Kaw Hydro,OK,,,,,,,NA,NA
7583,Talcville,NY,,,,,,,NA,NA
7594,Belleville,WV,,,,,,,NA,NA
7657,Auglaize Hydro,OH,,,,,,,NA,NA
7804,Portland,MI,,,,,,,NA,NA
7807,Hamilton,OH,,,,,,,NA,NA
7812,Weed,WI,,,,,,,NA,NA
7820,Big Quinnesec Falls,MI,,,,,,,NA,NA
7821,Old Quinnesec Falls,MI,,,,,,,NA,NA
7822,Kaukauna,WI,,,,,,,NA,NA
8004,Fife Brook,MA,,,,,,,NA,NA
9864,Holyoke No. 1,MA,,,,,,,NA,NA
10025,Kodak Park Site,NY,,,,,,,NA,NA
10036,Hosiery Mill,NH,,,,,,,NA,NA
10051,Lockville Hydropower,NC,,,,,,,NA,NA
10054,Middle Appleton,WI,,,,,,,NA,NA
10059,Somersworth,NH,,,,,,,NA,NA
10063,Derby Hydro,CT,,,,,,,NA,NA
10109,Steven Mills,NH,,,,,,,NA,NA
10116,Emeryville,NY,,,,,,,NA,NA
10121,High Shoals Hydro,GA,,,,,,,NA,NA
10124,Hollow Dam Power Partnership,NY,,,,,,,NA,NA
10137,Deweys Mill,VT,,,,,,,NA,NA
10152,Warrior Ridge Hydro,PA,,,,,,,NA,NA
10155,Brasfield,VA,,,,,,,NA,NA
10173,Cherokee Falls,SC,,,,,,,NA,NA
10181,Craggy Dam,NC,,,,,,,NA,NA
10183,Mine Falls Generating Station,NH,,,,,,,NA,NA
10196,Moose River,NY,,,,,,,NA,NA
10197,Philadlephia,NY,,,,,,,NA,NA
10214,Lower Saranac Hydroelectric Facility,NY,,,,,,,NA,NA
10218,Warrensburg Hydroelectric,NY,,,,,,,NA,NA
10219,Middle Falls,NY,,,,,,,NA,NA
10220,Sissonville Hydro,NY,,,,,,,NA,NA
10221,New York State Dam Hydro,NY,,,,,,,NA,NA
10237,Diana Hydroelectric,NY,,,,,,,NA,NA
10238,Dolgeville Hydro,NY,,,,,,,NA,NA
10255,West Enfield,ME,,,,,,,NA,NA
10258,Saxapahaw,NC,,,,,,,NA,NA
10276,Clement Dam Hydro LLC,NH,,,,,,,NA,NA
10279,Kansas River,KS,,,,,,,NA,NA
10285,Townsend Hydro,PA,,,,,,,NA,NA
10286,Cornell Hydro,NY,,,,,,,NA,NA
10453,LAC Courte Oreilles Hydroelect,WI,,,,,,,NA,NA
10467,Mohawk Paper Mills,NY,,,,,,,NA,NA
10487,International Falls Power,MN,,,,,,,NA,NA
10490,Upper Beaver Falls,NY,,,,,,,NA,NA
10493,Rumford Falls Power,ME,,,,,,,NA,NA
10494,Sheldon Springs Hydroelectric,VT,,,,,,,NA,NA
10519,Milton Hydro,NH,,,,,,,NA,NA
10520,Dayton,IL,,,,,,,NA,NA
10523,Benton Falls,ME,,,,,,,NA,NA
10526,Dodge Falls Associates,NH,,,,,,,NA,NA
10530,Feeder Dam,NY,,,,,,,NA,NA
10531,Beebee Island,NY,,,,,,,NA,NA
10538,Dexter Plant,NY,,,,,,,NA,NA
10539,Theresa Plant,NY,,,,,,,NA,NA
10540,Diamond Island Plant,NY,,,,,,,NA,NA
10544,Hailesboro 4 Plant,NY,,,,,,,NA,NA
10545,High Falls,NY,,,,,,,NA,NA
10546,Patterson,PA,,,,,,,NA,NA
10547,Pyrites Plant,NY,,,,,,,NA,NA
10550,High Shoals Hydro,NC,,,,,,,NA,NA
10555,Brassua Hydroelectric Project,ME,,,,,,,NA,NA
10556,Boott Hydropower,MA,,,,,,,NA,NA
10570,Errol Hydroelectric Project,NH,,,,,,,NA,NA
10608,Gilman Mill,VT,,,,,,,NA,NA
10613,WoodlandMill,ME,,,,,,,NA,NA
10656,French Paper Hydro,MI,,,,,,,NA,NA
10686,Grand Rapids,MN,,,,,,,NA,NA
10687,Black River Hydro Associates,NY,,,,,,,NA,NA
10694,Pepperell Hydro Power Plant,MA,,,,,,,NA,NA
10728,Barker Lower,ME,,,,,,,NA,NA
10752,Lachute Hydro Lower,NY,,,,,,,NA,NA
10753,Lachute Hydro Upper,NY,,,,,,,NA,NA
10787,Piedmont Hydro Power Project,SC,,,,,,,NA,NA
10798,Fries Hydroelectric Project,VA,,,,,,,NA,NA
10799,Pelzer Upper,SC,,,,,,,NA,NA
10800,Pelzer Lower,SC,,,,,,,NA,NA
10801,Ware Shoals Hydro Project,SC,,,,,,,NA,NA
10817,Port Leyden Hydroelectric Project,NY,,,,,,,NA,NA
10823,Deer Island Treatment Plant,MA,,,,,,,NA,NA
10824,Oakdale Power Station,MA,,,,,,,NA,NA
10825,Cosgrove Intake and Power Station,MA,,,,,,,NA,NA
10848,Walden,NY,,,,,,,NA,NA
10852,Clark Mills Lower,NY,,,,,,,NA,NA
10853,Center Falls,NY,,,,,,,NA,NA
10872,Kings Falls Hydroelectric,NY,,,,,,,NA,NA
10902,Victory Mills,NY,,,,,,,NA,NA
10903,Lockport Powerhouse,IL,,,,,,,NA,NA
50010,Glen Ferris Hydro,WV,,,,,,,NA,NA
50011,Hawks Nest Hydro,WV,,,,,,,NA,NA
50031,Mt Ida Hydroelectric,NY,,,,,,,NA,NA
50034,James Thompson,NY,,,,,,,NA,NA
50036,New Martinsville,WV,,,,,,,NA,NA
50047,Jay,ME,,,,,,,NA,NA
50079,Colliersville,NY,,,,,,,NA,NA
50080,Otis Hydro,ME,,,,,,,NA,NA
50081,Riley,ME,,,,,,,NA,NA
50082,Livermore Falls,ME,,,,,,,NA,NA
50093,Chateaugay High Falls Hydro,NY,,,,,,,NA,NA
50103,China Mill Hydro,NH,,,,,,,NA,NA
50123,Normanskill Hydro Project,NY,,,,,,,NA,NA
50126,Ottauquechee Hydro,VT,,,,,,,NA,NA
50158,Edenville,MI,,,,,,,NA,NA
50166,Woronoco,MA,,,,,,,NA,NA
50175,Emporia,VA,,,,,,,NA,NA
50176,Union Falls,NY,,,,,,,NA,NA
50177,Tupperware,RI,,,,,,,NA,NA
50178,Halifax,VA,,,,,,,NA,NA
50190,Rothschild,WI,,,,,,,NA,NA
50242,Porterdale Hydro,GA,,,,,,,NA,NA
50252,Sartell Dam,MN,,,,,,,NA,NA
50268,Hewittville Hydroelectric,NY,,,,,,,NA,NA
50269,Unionville Hydro Project 2499 NY,NY,,,,,,,NA,NA
50278,Worumbo Hydro Station,ME,,,,,,,NA,NA
50280,Dahowa Hydro,NY,,,,,,,NA,NA
50285,Lower Village Water Power Project,NH,,,,,,,NA,NA
50311,Passaic Valley Water Commission,NJ,,,,,,,NA,NA
50312,Pembroke Hydro,NH,,,,,,,NA,NA
50315,Chateaugay Chasm,NY,,,,,,,NA,NA
50324,Newfound Hydroelectric,NH,,,,,,,NA,NA
50328,Byllesby,MN,,,,,,,NA,NA
50351,Rolfe Canal Hydro,NH,,,,,,,NA,NA
50353,Penacook Lower Falls,NH,,,,,,,NA,NA
50354,Newport Hydro,NY,,,,,,,NA,NA
50384,Gregg Falls,NH,,,,,,,NA,NA
50395,Nekoosa,WI,,,,,,,NA,NA
50408,Park Mill,WI,,,,,,,NA,NA
50409,Menominee Mill Marinette,MI,,,,,,,NA,NA
50414,Penacook Upper Falls Hydro,NH,,,,,,,NA,NA
50416,Tannery Island Power,NY,,,,,,,NA,NA
50433,Ada Dam,MI,,,,,,,NA,NA
50436,Cascade Dam,MI,,,,,,,NA,NA
50437,French Landing Dam,MI,,,,,,,NA,NA
50439,Oconto Falls Lower,WI,,,,,,,NA,NA
50461,Cheboygan,MI,,,,,,,NA,NA
50468,Rocky Mount Mills,NC,,,,,,,NA,NA
50476,Packaging of America Tomahawk Mill,WI,,,,,,,NA,NA
50479,Big Island,VA,,,,,,,NA,NA
50512,Glen Park Hydroelectric Project,NY,,,,,,,NA,NA
50513,Stillwater Reservoir Hydro,NY,,,,,,,NA,NA
50514,Fort Miller Hydroelectric Facility,NY,,,,,,,NA,NA
50539,Wells River,VT,,,,,,,NA,NA
50545,Lawrence Hydroelectric Associates,MA,,,,,,,NA,NA
50601,Riverdale Mills,MA,,,,,,,NA,NA
50614,Mosinee,WI,,,,,,,NA,NA
50636,Brainerd,MN,,,,,,,NA,NA
50639,Cloquet,MN,,,,,,,NA,NA
50652,Lyonsdale,NY,,,,,,,NA,NA
50688,American Tissue,ME,,,,,,,NA,NA
50699,Lowell Tannery,ME,,,,,,,NA,NA
50702,Salmon Falls,NH,,,,,,,NA,NA
50704,Lower Great Falls,NH,,,,,,,NA,NA
50713,Huntington Falls,VT,,,,,,,NA,NA
50741,Pontook Hydro Facility,NH,,,,,,,NA,NA
50758,Pejepscot Hydroelectric Project,ME,,,,,,,NA,NA
50759,Carthage Mill,NY,,,,,,,NA,NA
50768,Forestport,NY,,,,,,,NA,NA
50832,Chicopee Hydroelectric Station,MA,,,,,,,NA,NA
50890,Ivy River Hydro,NC,,,,,,,NA,NA
50893,Allegheny 5,PA,,,,,,,NA,NA
50894,Allegheny 6,PA,,,,,,,NA,NA
50897,Allegheny 8,PA,,,,,,,NA,NA
50898,Allegheny 9,PA,,,,,,,NA,NA
50933,Rhinelander,WI,,,,,,,NA,NA
50999,Aziscohos Hydroelectric Project,ME,,,,,,,NA,NA
51033,West Delaware Tunnel Plant,NY,,,,,,,NA,NA
51034,Little Falls Hydro,NY,,,,,,,NA,NA
52033,Moretown No. 8,VT,,,,,,,NA,NA
52036,Youghiogheny,PA,,,,,,,NA,NA
52049,Clifton Dam 3 Power Station,SC,,,,,,,NA,NA
52054,Rapidan Hydro Facility,MN,,,,,,,NA,NA
52057,Herkimer,NY,,,,,,,NA,NA
52058,Ogdensburg,NY,,,,,,,NA,NA
52067,Clarks Mill Upper,NY,,,,,,,NA,NA
52068,Great Falls Hydro Project,NJ,,,,,,,NA,NA
52166,Collins Facility,MA,,,,,,,NA,NA
52171,Barker Mill Upper,ME,,,,,,,NA,NA
52173,Conemaugh,PA,,,,,,,NA,NA
54123,Mechanic Falls,ME,,,,,,,NA,NA
54124,Burnham,ME,,,,,,,NA,NA
54148,Hydro Kennebec Project,ME,,,,,,,NA,NA
54202,Upper Androscoggin,ME,,,,,,,NA,NA
54283,Lee Creek Water Treatment Facility,AR,,,,,,,NA,NA
54285,Hastings Lock & Dam,MN,,,,,,,NA,NA
54302,Goodwin Hydroelectric,CT,,,,,,,NA,NA
54322,Sibley Mill,GA,,,,,,,NA,NA
54340,Norway Point,MI,,,,,,,NA,NA
54341,Four Mile,MI,,,,,,,NA,NA
54342,Ninth Street,MI,,,,,,,NA,NA
54355,Chace Mill Winooski One,VT,,,,,,,NA,NA
54384,Hopkinton,NH,,,,,,,NA,NA
54385,Kinneytown New Old,CT,,,,,,,NA,NA
54391,Alice Falls Hydro Project,NY,,,,,,,NA,NA
54395,Stillwater Hydro Electric Project,NY,,,,,,,NA,NA
54418,Rollinsford,NH,,,,,,,NA,NA
54462,Enterprise,GA,,,,,,,NA,NA
54471,Glen,NH,,,,,,,NA,NA
54525,Kankakee Hydro Facility,IL,,,,,,,NA,NA
54548,Longfalls Facility,NY,,,,,,,NA,NA
54572,Lochmere Hydroelectric Plant,NH,,,,,,,NA,NA
54573,Wappinger Falls Hydroelectric,NY,,,,,,,NA,NA
54655,Schoolfield Dam,VA,,,,,,,NA,NA
54675,Spartanburg Water System,SC,,,,,,,NA,NA
54678,Sidney A Murray Jr Hydroelectric,LA,,,,,,,NA,NA
54688,Thundermist Hydro,RI,,,,,,,NA,NA
54691,Lower Beaver Falls,NY,,,,,,,NA,NA
54772,South Glens Falls,NY,,,,,,,NA,NA
54865,Phoenix Hydro Project,NY,,,,,,,NA,NA
54872,Milstead,GA,,,,,,,NA,NA
54878,Natural Dam,NY,,,,,,,NA,NA
54885,Kimberly Mill,WI,,,,,,,NA,NA
54894,Narrows,NC,,,,,,,NA,NA
54895,Falls,NC,,,,,,,NA,NA
54896,High Rock,NC,,,,,,,NA,NA
54897,Tuckertown,NC,,,,,,,NA,NA
54898,Santeetlah,NC,,,,,,,NA,NA
54899,Cheoah,NC,,,,,,,NA,NA
54900,Calderwood,TN,,,,,,,NA,NA
54901,Chilhowee,TN,,,,,,,NA,NA
54953,Hudson Falls Hydroelectric Project,NY,,,,,,,NA,NA
54969,Dixon,IL,,,,,,,NA,NA
54981,Nonotuck Mill,MA,,,,,,,NA,NA
55288,Medway,ME,,,,,,,NA,NA
55684,Flambeau Crowley Rapids Project,WI,,,,,,,NA,NA
55685,Flambeau Lower Project,WI,,,,,,,NA,NA
55860,Quinebaug Lower Project,CT,,,,,,,NA,NA
56313,Coleman Falls,VA,,,,,,,NA,NA
56314,Holcomb Rock,VA,,,,,,,NA,NA
56333,Summersville,WV,,,,,,,NA,NA
56703,Lyons Falls,NY,,,,,,,NA,NA
56704,Gouldtown,NY,,,,,,,NA,NA
56705,Kosterville,NY,,,,,,,NA,NA
56872,Meldahl Hydroelectric Project,KY,,,,,,,NA,NA
56936,Glens Falls,NY,,,,,,,NA,NA
57069,Twin City,MN,,,,,,,NA,NA
57160,White River Lock & Dam NO. 1,AR,,,,,,,NA,NA
57161,White River Lock & Dam NO. 2,AR,,,,,,,NA,NA
57162,White River Lock & Dam NO. 3,AR,,,,,,,NA,NA
57184,Orono,ME,,,,,,,NA,NA
57190,Little Quinnesec Falls,WI,,,,,,,NA,NA
57399,Cannelton,KY,,,,,,,NA,NA
57400,Smithland,KY,,,,,,,NA,NA
57401,Willow Island Hydro Station,WV,,,,,,,NA,NA
57665,Lower St. Anthony Falls Hydroelectric Project,MN,,,,,,,NA,NA
58257,Pacolet,SC,,,,,,,NA,NA
58390,Jordan,NC,,,,,,,NA,NA
58434,Red Rock,IA,,,,,,,NA,NA
58438,Spearfish,SD,,,,,,,NA,NA
58645,Lake Livingston,TX,,,,,,,NA,NA
58678,Oswegatchie,NY,,,,,,,NA,NA
58679,Newton Falls Upper,NY,,,,,,,NA,NA
58685,Mahoning Creek Hydro Station,PA,,,,,,,NA,NA
58712,Stevens Mills Hydroelectric Project,NH,,,,,,,NA,NA
58873,Stuyvesant Falls,NY,,,,,,,NA,NA
59040,Ball Mountain Dam Hydroelectric Project,VT,,,,,,,NA,NA
59437,Stillwater B,ME,,,,,,,NA,NA
59438,Orono B,ME,,,,,,,NA,NA
59836,Twin Falls (WI),WI,,,,,,,NA,NA
61000,King Mill,GA,,,,,,,NA,NA
61207,Green Island Hydroelectric Station,NY,,,,,,,NA,NA
61355,Arlington Outlet Hydroelectric Generator,TX,,,,,,,NA,NA
61640,Texon Hydroelectric Project,MA,,,,,,,NA,NA
61641,Seneca Falls Hydroelectric Project,NY,,,,,,,NA,NA
61642,Waterloo,NY,,,,,,,NA,NA
62322,Mechanicville Hydroelectric Station,NY,,,,,,,NA,NA
62747,Matilda Hamilton Fee Hydroelectric Station,KY,,,,,,,NA,NA
64242,St. Cloud Hydro,MN,,,,,,,NA,NA
65294,Indian River Hydro,MA,,,,,,,NA,NA
65399,Mill Pond Hydro,NY,,,,,,,NA,NA